url,month,year,mmyy,filename,downloaded,download_time
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/MARCH%202017%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,MARCH,2017,2017-03-31,/Users/tiangeng/Documents/Python Files/niv/niv_2017-03-31.pdf,True,"2023-06-23, Friday, 23:37:13"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/APRIL%202017%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,APRIL,2017,2017-04-30,/Users/tiangeng/Documents/Python Files/niv/niv_2017-04-30.pdf,True,"2023-06-23, Friday, 23:37:15"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/MAY%202017%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,MAY,2017,2017-05-31,/Users/tiangeng/Documents/Python Files/niv/niv_2017-05-31.pdf,True,"2023-06-23, Friday, 23:37:23"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/JUNE%202017%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,JUNE,2017,2017-06-30,/Users/tiangeng/Documents/Python Files/niv/niv_2017-06-30.pdf,True,"2023-06-23, Friday, 23:37:23"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/JULY%202017%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,JULY,2017,2017-07-31,/Users/tiangeng/Documents/Python Files/niv/niv_2017-07-31.pdf,True,"2023-06-23, Friday, 23:37:30"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/AUGUST%202017%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,AUGUST,2017,2017-08-31,/Users/tiangeng/Documents/Python Files/niv/niv_2017-08-31.pdf,True,"2023-06-23, Friday, 23:37:33"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/SEPTEMBER%202017%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,SEPTEMBER,2017,2017-09-30,/Users/tiangeng/Documents/Python Files/niv/niv_2017-09-30.pdf,True,"2023-06-23, Friday, 23:37:42"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/OCTOBER%202017%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,OCTOBER,2017,2017-10-31,/Users/tiangeng/Documents/Python Files/niv/niv_2017-10-31.pdf,True,"2023-06-23, Friday, 23:37:43"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/NOVEMBER%202017%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,NOVEMBER,2017,2017-11-30,/Users/tiangeng/Documents/Python Files/niv/niv_2017-11-30.pdf,True,"2023-06-23, Friday, 23:37:44"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/DECEMBER%202017%20-%20NIV%20Issuances%20by%20Nationlity%20and%20Visa%20Class.pdf,DECEMBER,2017,2017-12-31,/Users/tiangeng/Documents/Python Files/niv/niv_2017-12-31.pdf,True,"2023-06-23, Friday, 23:37:54"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/JANUARY%202018%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,JANUARY,2018,2018-01-31,/Users/tiangeng/Documents/Python Files/niv/niv_2018-01-31.pdf,True,"2023-06-23, Friday, 23:37:54"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/FEBRUARY%202018%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,FEBRUARY,2018,2018-02-28,/Users/tiangeng/Documents/Python Files/niv/niv_2018-02-28.pdf,True,"2023-06-23, Friday, 23:37:56"
https://travel.state.gov/content/dam/visas/Statistics/Non-Immigrant-Statistics/MonthlyNIVIssuances/MARCH%202018%20-%20NIV%20Issuances%20by%20Nationality%20and%20Visa%20Class.pdf,MARCH,2018,2018-03-31,/Users/tiangeng/Documents/Python Files/niv/niv_2018-03-31.pdf,True,"2023-06-23, Friday, 23:38:06"
